"PANGO Lineage"	"Partial-aliased PANGO Lineage"	"Unaliased PANGO Lineage"	"Designation Date"	"GitHub Issue"
B.1.1.529	BA	B.1.1.529	2021-11-24	#343
BA.1	BA.1	B.1.1.529.1	2021-12-07	#361
BA.1.1	BA.1.1	B.1.1.529.1.1	2022-01-07	#360
BA.1.1.1	BA.1.1.1	B.1.1.529.1.1.1	2022-02-23
BC.1	BA.1.1.1.1	B.1.1.529.1.1.1.1	2022-02-23
BC.2	BA.1.1.1.2	B.1.1.529.1.1.1.2	2022-06-13	#570
BA.1.1.2	BA.1.1.2	B.1.1.529.1.1.2	2022-02-23
BA.1.1.3	BA.1.1.3	B.1.1.529.1.1.3	2022-02-23
BA.1.1.4	BA.1.1.4	B.1.1.529.1.1.4	2022-02-23
BA.1.1.5	BA.1.1.5	B.1.1.529.1.1.5	2022-02-23
BA.1.1.6	BA.1.1.6	B.1.1.529.1.1.6	2022-02-23
BA.1.1.7	BA.1.1.7	B.1.1.529.1.1.7	2022-02-23
BA.1.1.8	BA.1.1.8	B.1.1.529.1.1.8	2022-02-23
BA.1.1.9	BA.1.1.9	B.1.1.529.1.1.9	2022-02-23
BA.1.1.10	BA.1.1.10	B.1.1.529.1.1.10	2022-02-23
BA.1.1.11	BA.1.1.11	B.1.1.529.1.1.11	2022-02-23
BA.1.1.12	BA.1.1.12	B.1.1.529.1.1.12	2022-02-23
BA.1.1.13	BA.1.1.13	B.1.1.529.1.1.13	2022-02-23
BA.1.1.14	BA.1.1.14	B.1.1.529.1.1.14	2022-02-23
BA.1.1.15	BA.1.1.15	B.1.1.529.1.1.15	2022-02-23
BA.1.1.16	BA.1.1.16	B.1.1.529.1.1.16	2022-02-23
BA.1.1.17	BA.1.1.17	B.1.1.529.1.1.17	2022-04-14	#452
BA.1.1.18	BA.1.1.18	B.1.1.529.1.1.18	2022-04-20
BA.1.2	BA.1.2	B.1.1.529.1.2	2022-02-16
BA.1.3	BA.1.3	B.1.1.529.1.3	2022-02-16
BA.1.4	BA.1.4	B.1.1.529.1.4	2022-02-16
BA.1.5	BA.1.5	B.1.1.529.1.5	2022-02-16
BA.1.6	BA.1.6	B.1.1.529.1.6	2022-02-16
BA.1.7	BA.1.7	B.1.1.529.1.7	2022-02-16
BA.1.8	BA.1.8	B.1.1.529.1.8	2022-02-16
BA.1.9	BA.1.9	B.1.1.529.1.9	2022-02-16
BA.1.10	BA.1.10	B.1.1.529.1.10	2022-02-16
BA.1.12	BA.1.12	B.1.1.529.1.12	2022-02-16
BA.1.13	BA.1.13	B.1.1.529.1.13	2022-02-16
BA.1.13.1	BA.1.13.1	B.1.1.529.1.13.1	2022-02-16
BA.1.14	BA.1.14	B.1.1.529.1.14	2022-02-16
BA.1.14.1	BA.1.14.1	B.1.1.529.1.14.1	2022-04-08	#506
BA.1.14.2	BA.1.14.2	B.1.1.529.1.14.2	2022-04-08
BA.1.15	BA.1.15	B.1.1.529.1.15	2022-02-16
BA.1.15.1	BA.1.15.1	B.1.1.529.1.15.1	2022-02-16
BA.1.15.2	BA.1.15.2	B.1.1.529.1.15.2	2022-04-08	#508
BA.1.15.3	BA.1.15.3	B.1.1.529.1.15.3	2022-06-13	#573
BA.1.16	BA.1.16	B.1.1.529.1.16	2022-02-23
BA.1.16.1	BA.1.16.1	B.1.1.529.1.16.1	2022-02-23
BA.1.16.2	BA.1.16.2	B.1.1.529.1.16.2	2022-04-14
BA.1.17	BA.1.17	B.1.1.529.1.17	2022-02-23
BA.1.17.1	BA.1.17.1	B.1.1.529.1.17.1	2022-02-23
BA.1.17.2	BA.1.17.2	B.1.1.529.1.17.2	2022-04-01	#462
BD.1	BA.1.17.2.1	B.1.1.529.1.17.2.1	2022-06-10	#461
BA.1.18	BA.1.18	B.1.1.529.1.18	2022-03-29	#474
BA.1.19	BA.1.19	B.1.1.529.1.19	2022-03-29
BA.1.20	BA.1.20	B.1.1.529.1.20	2022-04-08	#375
BA.1.21	BA.1.21	B.1.1.529.1.21	2022-04-08	#505
BA.1.21.1	BA.1.21.1	B.1.1.529.1.21.1	2022-04-08	#409
BA.1.22	BA.1.22	B.1.1.529.1.22	2022-04-19	#529
BA.1.23	BA.1.23	B.1.1.529.1.23	2022-06-07	#663
BA.1.24	BA.1.24	B.1.1.529.1.24	2022-06-08	#666
BA.2	BA.2	B.1.1.529.2	2021-12-07	#361
BA.2.1	BA.2.1	B.1.1.529.2.1	2022-02-25
BA.2.2	BA.2.2	B.1.1.529.2.2	2022-02-25
BA.2.2.1	BA.2.2.1	B.1.1.529.2.2.1	2022-06-13	#675
BA.2.3	BA.2.3	B.1.1.529.2.3	2022-02-25
BA.2.3.1	BA.2.3.1	B.1.1.529.2.3.1	2022-04-01	#495
BA.2.3.2	BA.2.3.2	B.1.1.529.2.3.2	2022-04-04
BS.1	BA.2.3.2.1	B.1.1.529.2.3.2.1	2022-09-12	#1052
BS.1.1	BA.2.3.2.1.1	B.1.1.529.2.3.2.1.1	2022-09-30	#1097
BS.1.2	BA.2.3.2.1.2	B.1.1.529.2.3.2.1.2	2022-11-02
BA.2.3.3	BA.2.3.3	B.1.1.529.2.3.3	2022-04-20	#524
BA.2.3.4	BA.2.3.4	B.1.1.529.2.3.4	2022-04-20
BA.2.3.5	BA.2.3.5	B.1.1.529.2.3.5	2022-05-30	#627
BA.2.3.6	BA.2.3.6	B.1.1.529.2.3.6	2022-05-31	#633
BA.2.3.7	BA.2.3.7	B.1.1.529.2.3.7	2022-06-04	#643
BA.2.3.8	BA.2.3.8	B.1.1.529.2.3.8	2022-06-10
BA.2.3.9	BA.2.3.9	B.1.1.529.2.3.9	2022-06-10
BA.2.3.10	BA.2.3.10	B.1.1.529.2.3.10	2022-06-10
BA.2.3.11	BA.2.3.11	B.1.1.529.2.3.11	2022-06-10
BA.2.3.12	BA.2.3.12	B.1.1.529.2.3.12	2022-06-10
BA.2.3.13	BA.2.3.13	B.1.1.529.2.3.13	2022-06-10
BA.2.3.14	BA.2.3.14	B.1.1.529.2.3.14	2022-06-10
BA.2.3.15	BA.2.3.15	B.1.1.529.2.3.15	2022-06-10
BA.2.3.16	BA.2.3.16	B.1.1.529.2.3.16	2022-06-14	#524
BP.1	BA.2.3.16.1	B.1.1.529.2.3.16.1	2022-09-02	#1009
BA.2.3.17	BA.2.3.17	B.1.1.529.2.3.17	2022-06-14	#677
BA.2.3.18	BA.2.3.18	B.1.1.529.2.3.18	2022-06-14	#687
BA.2.3.19	BA.2.3.19	B.1.1.529.2.3.19	2022-07-15	#824
BA.2.3.20	BA.2.3.20	B.1.1.529.2.3.20	2022-09-02	#1013
CM.1	BA.2.3.20.1	B.1.1.529.2.3.20.1	2022-10-11	#1129
CM.2	BA.2.3.20.2	B.1.1.529.2.3.20.2	2022-10-13
CM.2.1	BA.2.3.20.2.1	B.1.1.529.2.3.20.2.1	2022-11-22	#1356
CM.3	BA.2.3.20.3	B.1.1.529.2.3.20.3	2022-10-15
CM.4	BA.2.3.20.4	B.1.1.529.2.3.20.4	2022-10-21
CM.4.1	BA.2.3.20.4.1	B.1.1.529.2.3.20.4.1	2022-12-15
CM.5	BA.2.3.20.5	B.1.1.529.2.3.20.5	2022-10-21
CM.5.1	BA.2.3.20.5.1	B.1.1.529.2.3.20.5.1	2022-11-02
CM.5.2	BA.2.3.20.5.2	B.1.1.529.2.3.20.5.2	2022-12-15	#1386
CM.6	BA.2.3.20.6	B.1.1.529.2.3.20.6	2022-10-21
CM.6.1	BA.2.3.20.6.1	B.1.1.529.2.3.20.6.1	2022-11-10
CM.7	BA.2.3.20.7	B.1.1.529.2.3.20.7	2022-11-04
CM.8	BA.2.3.20.8	B.1.1.529.2.3.20.8	2022-11-05
CM.8.1	BA.2.3.20.8.1	B.1.1.529.2.3.20.8.1	2022-11-10
CM.9	BA.2.3.20.9	B.1.1.529.2.3.20.9	2022-11-10
BA.2.3.21	BA.2.3.21	B.1.1.529.2.3.21	2022-10-13
DD.1	BA.2.3.21.1	B.1.1.529.2.3.21.1	2022-11-04	#1287
BA.2.4	BA.2.4	B.1.1.529.2.4	2022-03-25
BA.2.5	BA.2.5	B.1.1.529.2.5	2022-03-25
BA.2.6	BA.2.6	B.1.1.529.2.6	2022-03-25
BA.2.7	BA.2.7	B.1.1.529.2.7	2022-03-25
BA.2.8	BA.2.8	B.1.1.529.2.8	2022-03-28	#486
BA.2.9	BA.2.9	B.1.1.529.2.9	2022-04-01	#432
BA.2.9.1	BA.2.9.1	B.1.1.529.2.9.1	2022-04-08	#530
BA.2.9.2	BA.2.9.2	B.1.1.529.2.9.2	2022-04-20
BA.2.9.3	BA.2.9.3	B.1.1.529.2.9.3	2022-05-31	#630
BA.2.9.4	BA.2.9.4	B.1.1.529.2.9.4	2022-06-02	#635
BA.2.9.5	BA.2.9.5	B.1.1.529.2.9.5	2022-07-09
BA.2.9.6	BA.2.9.6	B.1.1.529.2.9.6	2022-08-08	#671
BA.2.9.7	BA.2.9.7	B.1.1.529.2.9.7	2022-11-01	#864
BA.2.10	BA.2.10	B.1.1.529.2.10	2022-04-01	#496
BA.2.10.1	BA.2.10.1	B.1.1.529.2.10.1	2022-04-04
BJ.1	BA.2.10.1.1	B.1.1.529.2.10.1.1	2022-08-10	#915
BA.2.10.2	BA.2.10.2	B.1.1.529.2.10.2	2022-05-10	#569
BA.2.10.3	BA.2.10.3	B.1.1.529.2.10.3	2022-05-14	#609
BA.2.10.4	BA.2.10.4	B.1.1.529.2.10.4	2022-08-09	#898
BA.2.11	BA.2.11	B.1.1.529.2.11	2022-04-06	#491
BA.2.12	BA.2.12	B.1.1.529.2.12	2022-04-06	#499
BA.2.12.1	BA.2.12.1	B.1.1.529.2.12.1	2022-04-06	#499
BG.1	BA.2.12.1.1	B.1.1.529.2.12.1.1	2022-06-14	#679
BG.2	BA.2.12.1.2	B.1.1.529.2.12.1.2	2022-06-18	#767
BG.3	BA.2.12.1.3	B.1.1.529.2.12.1.3	2022-06-24	#784
BG.4	BA.2.12.1.4	B.1.1.529.2.12.1.4	2022-06-26
BG.5	BA.2.12.1.5	B.1.1.529.2.12.1.5	2022-07-28	#763
BG.6	BA.2.12.1.6	B.1.1.529.2.12.1.6	2022-08-01	#836
BG.7	BA.2.12.1.7	B.1.1.529.2.12.1.7	2022-10-11	#1157
BA.2.12.2	BA.2.12.2	B.1.1.529.2.12.2	2022-06-11	#686
BA.2.13	BA.2.13	B.1.1.529.2.13	2022-04-08	#531
BA.2.13.1	BA.2.13.1	B.1.1.529.2.13.1	2022-07-12	#785
BA.2.14	BA.2.14	B.1.1.529.2.14	2022-04-14	#512
BA.2.15	BA.2.15	B.1.1.529.2.15	2022-04-14	#533
BA.2.16	BA.2.16	B.1.1.529.2.16	2022-04-14	#534
BA.2.17	BA.2.17	B.1.1.529.2.17	2022-04-19	#520
BA.2.18	BA.2.18	B.1.1.529.2.18	2022-04-19	#528
BA.2.19	BA.2.19	B.1.1.529.2.19	2022-04-19	#535
BA.2.20	BA.2.20	B.1.1.529.2.20	2022-04-19	#544
BA.2.21	BA.2.21	B.1.1.529.2.21	2022-04-19	#547
BA.2.22	BA.2.22	B.1.1.529.2.22	2022-04-19	#562
BA.2.23	BA.2.23	B.1.1.529.2.23	2022-04-19	#546
BA.2.23.1	BA.2.23.1	B.1.1.529.2.23.1	2022-05-09	#532
BA.2.24	BA.2.24	B.1.1.529.2.24	2022-04-19
BA.2.25	BA.2.25	B.1.1.529.2.25	2022-04-19
BA.2.25.1	BA.2.25.1	B.1.1.529.2.25.1	2022-04-19
BA.2.26	BA.2.26	B.1.1.529.2.26	2022-04-19
BA.2.27	BA.2.27	B.1.1.529.2.27	2022-04-20
BA.2.28	BA.2.28	B.1.1.529.2.28	2022-04-20
BA.2.29	BA.2.29	B.1.1.529.2.29	2022-04-20
BA.2.30	BA.2.30	B.1.1.529.2.30	2022-04-20
BA.2.31	BA.2.31	B.1.1.529.2.31	2022-04-20
BA.2.31.1	BA.2.31.1	B.1.1.529.2.31.1	2022-09-19	#819
BA.2.32	BA.2.32	B.1.1.529.2.32	2022-04-20
BA.2.33	BA.2.33	B.1.1.529.2.33	2022-04-20
BA.2.34	BA.2.34	B.1.1.529.2.34	2022-04-20
BA.2.35	BA.2.35	B.1.1.529.2.35	2022-04-29	#554
BA.2.36	BA.2.36	B.1.1.529.2.36	2022-05-01	#565
BA.2.37	BA.2.37	B.1.1.529.2.37	2022-05-03	#572
BA.2.38	BA.2.38	B.1.1.529.2.38	2022-05-06	#541
BA.2.38.1	BA.2.38.1	B.1.1.529.2.38.1	2022-07-07	#809
BA.2.38.2	BA.2.38.2	B.1.1.529.2.38.2	2022-07-24	#828
BA.2.38.3	BA.2.38.3	B.1.1.529.2.38.3	2022-08-06	#840
BA.2.38.4	BA.2.38.4	B.1.1.529.2.38.4	2022-10-12	#746
BH.1	BA.2.38.3.1	B.1.1.529.2.38.3.1	2022-08-08	#913
BA.2.39	BA.2.39	B.1.1.529.2.39	2022-05-08	#575
BA.2.40	BA.2.40	B.1.1.529.2.40	2022-05-10	#542
BA.2.40.1	BA.2.40.1	B.1.1.529.2.40.1	2022-05-10	#542
BA.2.41	BA.2.41	B.1.1.529.2.41	2022-05-11	#586
BA.2.42	BA.2.42	B.1.1.529.2.42	2022-05-18	#610
BA.2.43	BA.2.43	B.1.1.529.2.43	2022-05-19	#612
BA.2.44	BA.2.44	B.1.1.529.2.44	2022-05-21	#613
BA.2.45	BA.2.45	B.1.1.529.2.45	2022-05-23	#616
BA.2.46	BA.2.46	B.1.1.529.2.46	2022-05-30	#626
BA.2.47	BA.2.47	B.1.1.529.2.47	2022-05-31	#631
BA.2.48	BA.2.48	B.1.1.529.2.48	2022-06-01	#634
BA.2.49	BA.2.49	B.1.1.529.2.49	2022-06-03	#640
BA.2.50	BA.2.50	B.1.1.529.2.50	2022-06-04	#641
BA.2.51	BA.2.51	B.1.1.529.2.51	2022-06-04	#644
BA.2.52	BA.2.52	B.1.1.529.2.52	2022-06-05	#648
BA.2.53	BA.2.53	B.1.1.529.2.53	2022-06-05	#651
BA.2.54	BA.2.54	B.1.1.529.2.54	2022-06-06	#658
BA.2.55	BA.2.55	B.1.1.529.2.55	2022-06-06	#660
BA.2.56	BA.2.56	B.1.1.529.2.56	2022-06-08	#668
BA.2.56.1	BA.2.56.1	B.1.1.529.2.56.1	2022-06-13	#745
BA.2.57	BA.2.57	B.1.1.529.2.57	2022-06-09
BA.2.58	BA.2.58	B.1.1.529.2.58	2022-06-09
BA.2.59	BA.2.59	B.1.1.529.2.59	2022-06-09	#672
BA.2.60	BA.2.60	B.1.1.529.2.60	2022-06-10
BA.2.61	BA.2.61	B.1.1.529.2.61	2022-06-10
BA.2.62	BA.2.62	B.1.1.529.2.62	2022-06-10
BA.2.63	BA.2.63	B.1.1.529.2.63	2022-06-10
BA.2.64	BA.2.64	B.1.1.529.2.64	2022-06-10
BA.2.65	BA.2.65	B.1.1.529.2.65	2022-06-10
BA.2.66	BA.2.66	B.1.1.529.2.66	2022-06-10
BA.2.67	BA.2.67	B.1.1.529.2.67	2022-06-10
BA.2.68	BA.2.68	B.1.1.529.2.68	2022-06-10
BA.2.69	BA.2.69	B.1.1.529.2.69	2022-06-10
BA.2.70	BA.2.70	B.1.1.529.2.70	2022-06-10
BA.2.71	BA.2.71	B.1.1.529.2.71	2022-06-12	#695
BA.2.72	BA.2.72	B.1.1.529.2.72	2022-06-12	#698
BA.2.73	BA.2.73	B.1.1.529.2.73	2022-06-13	#632
BA.2.74	BA.2.74	B.1.1.529.2.74	2022-06-23	#775
BA.2.75	BA.2.75	B.1.1.529.2.75	2022-06-24	#773
BA.2.75.1	BA.2.75.1	B.1.1.529.2.75.1	2022-08-03	#856
BL.1	BA.2.75.1.1	B.1.1.529.2.75.1.1	2022-08-21	#944
BL.1.1	BA.2.75.1.1.1	B.1.1.529.2.75.1.1.1	2022-09-17	#1079
BL.1.2	BA.2.75.1.1.2	B.1.1.529.2.75.1.1.2	2022-09-17	#1066
BL.1.3	BA.2.75.1.1.3	B.1.1.529.2.75.1.1.3	2022-09-30	#1124
BL.1.4	BA.2.75.1.1.4	B.1.1.529.2.75.1.1.4	2022-10-16
BL.2	BA.2.75.1.2	B.1.1.529.2.75.1.2	2022-09-03
BL.2.1	BA.2.75.1.2.1	B.1.1.529.2.75.1.2.1	2022-10-14
BL.3	BA.2.75.1.3	B.1.1.529.2.75.1.3	2022-09-03
BL.4	BA.2.75.1.4	B.1.1.529.2.75.1.4	2022-09-03
BL.5	BA.2.75.1.5	B.1.1.529.2.75.1.5	2022-11-02	#1105
BA.2.75.2	BA.2.75.2	B.1.1.529.2.75.2	2022-08-19	#963
CA.1	BA.2.75.2.1	B.1.1.529.2.75.2.1	2022-09-21	#1063
CA.2	BA.2.75.2.2	B.1.1.529.2.75.2.2	2022-09-30
CA.3	BA.2.75.2.3	B.1.1.529.2.75.2.3	2022-10-15
CA.3.1	BA.2.75.2.3.1	B.1.1.529.2.75.2.3.1	2022-11-03
CA.4	BA.2.75.2.4	B.1.1.529.2.75.2.4	2022-10-15
CA.5	BA.2.75.2.5	B.1.1.529.2.75.2.5	2022-10-15
CA.6	BA.2.75.2.6	B.1.1.529.2.75.2.6	2022-10-16
CA.7	BA.2.75.2.7	B.1.1.529.2.75.2.7	2022-10-24
BA.2.75.3	BA.2.75.3	B.1.1.529.2.75.3	2022-08-21	#965
BM.1	BA.2.75.3.1	B.1.1.529.2.75.3.1	2022-08-30	#965
BM.1.1	BA.2.75.3.1.1	B.1.1.529.2.75.3.1.1	2022-09-03
BM.1.1.1	BA.2.75.3.1.1.1	B.1.1.529.2.75.3.1.1.1	2022-09-18
